APO 3.5M Pointing Data 2017-12-10T07:48:27.2
T   15  16.8058    0.000   0.0000
  IE       -177.7688    10.26029
  IA       +255.3650    16.18840
  AN         -1.8925     5.06669
  AW         +1.3701     5.42093
  CA        -91.4231    12.07525
  PZZ1      -46.9486    10.85903
END
