! Caption record:
APO 3.5M Pointing Data 2014-08-18T07:17:25.5
! Option record: ALTAZ followed by rotator code, if applicable
: ALTAZ
: ROTL
! Run parameters: telescope latitude deg min sec
32 46 49.3
! Pointing data (TPOINT format #4):
!
! All angles are in degrees
! Azimuth uses the convention: N=0, E=90 (unlike the TCC, which uses S=0, E=90)
!
!  Desired Phys            Actual Mount          Rot Phys
! Az          Alt         Az          Alt
  93.167821   40.615326   93.192371   40.658668   -0.00000
 125.364196   44.748075  125.381825   44.795324   -0.00000
  72.316531   24.824961   72.347271   24.865998   -0.00000
  53.198219   40.885879   53.224614   40.932660   -0.00000
 -14.352882   26.085017  -14.320559   26.130879   -0.00000
 -40.767487   22.029566  -40.734515   22.075778   -0.00000
 -21.525911   16.839932  -21.495771   16.882862   -0.00000
  53.223146   12.734193   53.252724   12.772960   -0.00000
 -55.617637   21.610065  -55.585149   21.656789   -0.00000
 -43.888969   68.935331  -43.888737   68.991440   -0.00000
  60.335975   25.840501   60.364111   25.882143   -0.00000
 109.187520   57.392887  109.191942   57.441782   -0.00000
-173.343680   68.906478  186.634643   68.962612   -0.00000
-106.111125   62.130906  253.891830   62.187807   -0.00000
-136.134280   21.415322  223.895997   21.464462   -0.00000
 -89.356756   73.604143  270.622654   73.664484   -0.00000
 -74.785774   59.388249  285.226855   59.442347   -0.00000
-105.990976   52.756441  254.027148   52.808909   -0.00000
! -149.401327   14.504484  210.629757   14.551844   -0.00000
 133.352651   57.663846  133.359249   57.714651   -0.00000
 -70.961705   11.929947  289.070004   11.975332   -0.00000
 -54.488068   13.169549  305.543846   13.214792   -0.00000
 -50.620173   41.324185  309.407887   41.373862   -0.00000
 -81.203345   26.197173  278.829467   26.247526   -0.00000
 -72.039772   35.223759  287.991410   35.275336   -0.00000
 -16.079309   60.310814  343.936892   60.362029   -0.00000
  -1.879387   71.210568   -1.887938   71.265080   -0.00000
  26.672262   12.885516   26.703600   12.925688   -0.00000
 -55.940228   52.629661  -55.918710   52.683549   -0.00000
  -6.165552   39.784605   -6.139254   39.834391   -0.00000
 -31.983816   31.643083  -31.952597   31.691707   -0.00000
 -84.601366   12.169964  -84.569889   12.215828   -0.00000
   3.112776   24.675156    3.141712   24.720084   -0.00000
  11.048302   33.451530   11.075808   33.495372   -0.00000
 -35.393334   12.941507  -35.359548   12.984993   -0.00000
! -108.773688   39.638891 -108.752293   39.703073   -0.00000
 -38.494574   46.212584  -38.473222   46.262819   -0.00000
  68.699043   13.724882   68.728472   13.763423   -0.00000
 158.130762   24.233188  158.156257   24.279749   -0.00000
 143.643840   53.728192  143.652012   53.778056   -0.00000
-154.662625   75.749452  205.286935   75.808647   -0.00000
! -135.319356   64.527771  224.682260   64.587555   -0.00000
-131.731978   39.249535  228.290155   39.303877   -0.00000
 140.379636   34.797923  140.403477   34.844824   -0.00000
 133.894461   11.356670  133.926198   11.397721   -0.00000
! 116.698410   15.759328  116.730323   15.799534   -0.00000
  63.335238   53.923215   63.352858   53.970477   -0.00000
  46.506071   77.367554   46.463990   77.421813   -0.00000
  49.237651   26.057347   49.269496   26.098987   -0.00000
  40.284148   46.279537   40.307821   46.324593   -0.00000
  -0.555982   12.303853   -0.523114   12.344201   -0.00000
  34.994736   11.525246   35.024579   11.564309   -0.00000
  23.853626   45.552613   23.875673   45.597535   -0.00000
 -41.794807   79.046483  -41.847931   79.105989   -0.00000
 -87.079727   46.398401  -87.056177   46.452514   -0.00000
  18.177519   59.130057   18.188188   59.181673   -0.00000
  76.143163   64.474143   76.139846   64.523857   -0.00000
