! Caption record:
APO 3.5M Pointing Data 2016-07-23T09:42:53.3
! Option record: ALTAZ followed by rotator code, if applicable
: ALTAZ
: ROTL
! Run parameters: telescope latitude deg min sec
32 46 49.3
! Pointing data (TPOINT format #4):
!
! All angles are in degrees
! Azimuth uses the convention: N=0, E=90 (unlike the TCC, which uses S=0, E=90)
!
!  Desired Phys            Actual Mount          Rot Phys
! Az          Alt         Az          Alt
  99.238643   15.017753   99.278481   15.054277   -0.00000  ! entry 1 star 1 pt ref 0064-01569-1
  41.583572   62.572071   41.623670   62.611983   -0.00000  ! entry 2 star 2 pt ref 3257-02189-1
  20.487491   19.887050   20.530403   19.927667   -0.00000  ! entry 3 star 3 pt ref 4359-02044-1
!   3.884727   44.895276    3.934420   44.940597   -0.00000  ! entry 4 star 4 pt ref 4606-03584-1
!  74.858096   61.873378   74.908696   61.911215   -0.00000  ! entry 5 star 5 pt ref 2286-01329-1
-155.494917   68.007537  204.546690   68.055534   -0.00000  ! entry 6 star 7 pt ref 1146-01242-1
! -84.531308   61.787678  275.513712   61.838521   -0.00000  ! entry 7 star 8 pt ref 2687-02651-1
-116.561199   50.628851  243.481889   50.681173   -0.00000  ! entry 8 star 9 pt ref 1092-01776-1
! -158.786985   13.928423  201.263481   13.958073   -0.00000  ! entry 9 star 10 pt ref 7970-01275-1
 176.759939   24.908446  176.799418   24.952894   -0.00000  ! entry 10 star 11 pt ref 7510-01089-1
-148.578483   44.540858  211.453339   44.600403   -0.00000  ! entry 11 star 12 pt ref 5787-01291-1
!-109.307770   13.912070  250.731879   13.961926   -0.00000  ! entry 12 star 13 pt ref 5691-01338-1
-136.265220   15.671256  223.774571   15.718206   -0.00000  ! entry 13 star 14 pt ref 6899-02595-1
! 104.367082   51.261586  104.383944   51.301460   -0.00000  ! entry 14 star 15 pt ref 1206-01792-1
  -9.214185   73.772662   -9.163242   73.817579   -0.00000  ! entry 15 star 16 pt ref 3626-01877-1
 -33.075000   38.213296  -33.026465   38.261093   -0.00000  ! entry 16 star 17 pt ref 4219-02344-1
 -10.445679   73.691278  -10.400234   73.736832   -0.00000  ! entry 17 star 18 pt ref 3626-01877-1
  70.731281   38.924551   70.775786   38.963099   -0.00000  ! entry 18 star 21 pt ref 2350-02033-1
! 123.409957   64.691279  123.432512   64.735692   -0.00000  ! entry 19 star 22 pt ref 1188-01686-1
 174.247421   43.066486  174.282849   43.114964   -0.00000  ! entry 20 star 23 pt ref 5836-00978-1
! 134.910134   34.518522  134.957812   34.544152   -0.00000  ! entry 21 star 24 pt ref 5278-02438-1
 119.731849   36.467652  119.773379   36.510276   -0.00000  ! entry 22 star 25 pt ref 4691-01115-1
 -54.661013   75.908682  -54.620065   75.955776   -0.00000  ! entry 23 star 27 pt ref 3204-02412-1
