! Caption record:
APO 3.5M Pointing Data 2014-10-08T01:12:58.1
! Option record: ALTAZ followed by rotator code, if applicable
: ALTAZ
: ROTL
! Run parameters: telescope latitude deg min sec
32 46 49.3
! Pointing data (TPOINT format #4):
!
! All angles are in degrees
! Azimuth uses the convention: N=0, E=90 (unlike the TCC, which uses S=0, E=90)
!
!  Desired Phys            Actual Mount          Rot Phys
! Az          Alt         Az          Alt
  89.923683   40.870717   89.947272   40.914291   -0.00000
 126.521129   44.610982  126.539729   44.659010   -0.00000
  69.886570   26.075450   69.918446   26.114882   -0.00000
  57.033753   40.031548   57.062265   40.075880   -0.00000
 -16.021502   27.670374  -15.987943   27.714734   -0.00000
 -44.664721   23.347413  -44.630443   23.392365   -0.00000
! -25.310791   16.466327  -25.292939   16.501558   -0.00000
 52.897659   13.010212   52.928270   13.045950   -0.00000
 -57.544003   22.573906  -57.509995   22.619455   -0.00000
 -47.282870   68.096743  -47.275806   68.150893   -0.00000
  59.152480   23.842499   59.182406   23.881545   -0.00000
 110.534243   57.487680  110.541411   57.535226   -0.00000
-169.859951   70.128967  190.119811   70.184708   -0.00000
-108.472372   62.237767  251.532814   62.292789   -0.00000
-141.007712   20.775705  219.023802   20.821999   -0.00000
! -92.779023   74.842404  267.208234   74.911217   -0.00000
! -76.043373   61.232529  283.980570   61.285577   -0.00000
-106.542877   48.519764  253.480636   48.573119   -0.00000
-147.812503   14.838121  212.220183   14.882078   -0.00000
! 135.411270   56.401737  135.402429   56.447660   -0.00000
 -66.836492   15.454222  293.195508   15.497120   -0.00000
 -56.633294   11.642197  303.400394   11.684712   -0.00000
 -46.598320   38.150822  313.432332   38.197676   -0.00000
 -83.855880   21.766385  276.178868   21.813541   -0.00000
 -72.983044   32.133697  287.048563   32.180768   -0.00000
 -17.522546   62.975756  342.490575   63.026113   -0.00000
  -0.185916   72.696676   -0.193269   72.748994   -0.00000
  24.520601   14.117552   24.552853   14.155320   -0.00000
 -54.181445   55.932024  -54.160938   55.983522   -0.00000
  -7.634684   37.777228   -7.606093   37.824083   -0.00000
 -28.681244   27.800188  -28.648296   27.845891   -0.00000
 -84.399673   13.281348  -84.366592   13.324997   -0.00000
   1.481316   25.473216    1.512163   25.516935   -0.00000
  12.251909   35.002581   12.280788   35.044240   -0.00000
 -31.315962   13.922263  -31.281370   13.963547   -0.00000
-108.078834   34.818806 -108.049411   34.867414   -0.00000
 -34.396743   44.718035  -34.370087   44.765304   -0.00000
  68.157901   14.370004   68.188006   14.405373   -0.00000
 160.646102   28.599212  160.671465   28.645760   -0.00000
! 144.876198   53.384488  144.886907   53.431940   -0.00000
-142.413894   77.752722  217.526966   77.811790   -0.00000
-134.283684   66.632063  225.707779   66.690351   -0.00000
-130.544163   39.308831  229.479244   39.360815   -0.00000
 137.692242   32.616172  137.718806   32.660255   -0.00000
 135.823251   12.844651  135.856267   12.883114   -0.00000
 124.978818   18.860062  125.010161   18.900651   -0.00000
  65.130730   52.598470   65.149879   52.642463   -0.00000
  52.608297   78.445302   52.560495   78.496618   -0.00000
  48.472018   25.596346   48.504519   25.636868   -0.00000
  45.700867   44.502253   45.727017   44.548327   -0.00000
  -3.204916   16.175806   -3.170409   16.214843   -0.00000
  36.897856   12.231395   36.929071   12.268335   -0.00000
!  23.755641   45.647531   23.779124   45.707545   -0.00000
! -42.583947   78.922493  -42.648702   79.007743   -0.00000
 -87.382344   46.298617  -87.356316   46.350924   -0.00000
  16.838434   57.713260   16.853931   57.763156   -0.00000
  73.400084   62.570958   73.404237   62.617933   -0.00000
 155.320202   12.607151  155.349479   12.647892   -0.00000
 146.663274   23.997701  146.690522   24.040729   -0.00000
-109.118644   13.070371  250.913221   13.114879   -0.00000
-119.995733   22.675155  240.035981   22.722217   -0.00000
-122.877982   49.928018  237.142739   49.978349   -0.00000
-102.054039   25.718092  257.975917   25.766681   -0.00000
-155.291093   27.146709  204.738138   27.194638   -0.00000
 177.171268   16.075367  177.202672   16.117607   -0.00000
-147.753124   35.431632  212.271482   35.479888   -0.00000
 162.674186   11.036196  162.706814   11.076122   -0.00000
 149.382021   47.400127  149.400629   47.445932   -0.00000
 159.565336   57.992053  159.570757   58.042107   -0.00000
 155.810070   75.980732  155.751889   76.035665   -0.00000
 109.240411   41.273223  109.263227   41.319179   -0.00000
  97.553735   12.109170   97.586109   12.146108   -0.00000
 166.351132   41.990348  166.371176   42.038209   -0.00000
! 104.853244   31.000660  104.884472   31.031510   -0.00000
 134.488398   82.719047  134.367866   82.774610   -0.00000
  90.109957   51.810906   90.125935   51.857303   -0.00000
  79.722032   12.864803   79.755365   12.901393   -0.00000
  11.820100   14.810284   11.854753   14.849463   -0.00000
! -12.695200   50.850964  -12.672224   50.908617   -0.00000
  74.314293   39.864391   74.338218   39.908774   -0.00000
 124.565662   30.788429  124.590366   30.831565   -0.00000
  91.524819   23.307914   91.556033   23.347412   -0.00000
  21.563684   28.161299   21.596379   28.203154   -0.00000
 -14.070413   13.594278  -14.035984   13.634293   -0.00000
 109.893519   68.507737  109.880751   68.556967   -0.00000
   4.571036   49.365965    4.594536   49.415196   -0.00000
!  33.754856   31.425005   33.766702   31.462356   -0.00000
!  43.107334   63.610852   43.090496   63.656271   -0.00000
 108.702764   12.613012  108.732124   12.649714   -0.00000
-146.065750   51.672531  213.947272   51.723331   -0.00000
 170.239401   29.988598  170.265832   30.035037   -0.00000
